ID,Name,STATUS,SKILL_ID,SKILL_LV,PERCENT,CASTING_TIME,COOLDOWN_TIME,DISPEL,IF,IfCondition
1064,MEGALODON,RUSH_ST,NPC_CHANGETELEKINESIS,1,1000,1000,300000,NO_DISPEL,IF_HP,50
1064,MEGALODON,BERSERK_ST,NPC_CHANGETELEKINESIS,1,1000,1000,300000,NO_DISPEL,IF_HP,50
1065,STROUF,BERSERK_ST,NPC_WATERATTACK,2,200,0,7500,0,0,0
1065,STROUF,ANGRY_ST,NPC_WATERATTACK,2,200,0,7500,0,0,0
1065,STROUF,IDLE_ST,NPC_EMOTION,1,5,0,10000,0,0,0
1065,STROUF,RUSH_ST,MG_FROSTDIVER,5,50,3000,5000,0,0,0
1065,STROUF,FOLLOW_ST,MG_FROSTDIVER,5,50,3000,5000,0,0,0
1065,STROUF,ANGRY_ST,MG_FROSTDIVER,5,50,3000,5000,0,0,0
1065,STROUF,BERSERK_ST,MG_FROSTDIVER,5,50,3000,5000,0,0,0
1065,STROUF,RUSH_ST,WZ_QUAGMIRE,5,50,0,10000,0,0,0
1065,STROUF,FOLLOW_ST,WZ_QUAGMIRE,5,50,0,10000,0,0,0
1065,STROUF,BERSERK_ST,WZ_QUAGMIRE,2,50,0,10000,0,0,0
1065,STROUF,ANGRY_ST,WZ_QUAGMIRE,2,50,0,10000,0,0,0
1065,STROUF,BERSERK_ST,MG_LIGHTNINGBOLT,4,50,4000,10000,0,0,0
1065,STROUF,ANGRY_ST,MG_LIGHTNINGBOLT,4,50,4000,10000,0,0,0
1065,STROUF,RUSH_ST,MG_LIGHTNINGBOLT,4,50,4000,10000,0,0,0
1065,STROUF,FOLLOW_ST,MG_LIGHTNINGBOLT,4,50,4000,10000,0,0,0
1065,STROUF,BERSERK_ST,WZ_WATERBALL,3,50,5000,10000,0,0,0
1065,STROUF,RUSH_ST,WZ_WATERBALL,3,50,5000,10000,0,0,0
1065,STROUF,ANGRY_ST,WZ_WATERBALL,3,50,5000,10000,0,0,0
1065,STROUF,FOLLOW_ST,WZ_WATERBALL,3,50,5000,10000,0,0,0
1065,STROUF,RUSH_ST,MG_FROSTDIVER,5,50,3000,5000,0,IF_RANGEATTACKED,0
1065,STROUF,RUSH_ST,WZ_QUAGMIRE,5,50,0,10000,0,IF_RANGEATTACKED,0
1065,STROUF,FOLLOW_ST,WZ_QUAGMIRE,5,50,0,10000,0,IF_RANGEATTACKED,0
1065,STROUF,RUSH_ST,MG_LIGHTNINGBOLT,4,50,4000,10000,0,IF_RANGEATTACKED,0
1065,STROUF,FOLLOW_ST,MG_LIGHTNINGBOLT,4,50,4000,10000,0,IF_RANGEATTACKED,0
1065,STROUF,RUSH_ST,WZ_WATERBALL,3,50,5000,10000,0,IF_RANGEATTACKED,0
1065,STROUF,FOLLOW_ST,WZ_WATERBALL,3,50,5000,10000,0,IF_RANGEATTACKED,0
1065,STROUF,IDLE_ST,MG_FROSTDIVER,5,50,3000,5000,0,IF_RUDEATTACK,0
1066,VADON,BERSERK_ST,NPC_WATERATTACK,1,100,0,15000,0,0,0
1067,CORNUTUS,BERSERK_ST,NPC_WATERATTACK,1,100,0,15000,0,0,0
1067,CORNUTUS,BERSERK_ST,NPC_KEEPING,1,200,0,60000,0,IF_HP,30
1068,HYDRA,ANGRY_ST,NPC_WATERATTACK,1,200,0,7500,0,0,0
1069,SWORD_FISH,BERSERK_ST,NPC_WATERATTACK,2,200,0,7500,0,0,0
1069,SWORD_FISH,ANGRY_ST,NPC_WATERATTACK,2,200,0,7500,0,0,0
1069,SWORD_FISH,BERSERK_ST,WZ_WATERBALL,2,100,5000,10000,0,0,0
1069,SWORD_FISH,RUSH_ST,WZ_WATERBALL,2,100,5000,10000,0,0,0
1069,SWORD_FISH,ANGRY_ST,WZ_WATERBALL,2,100,5000,10000,0,0,0
1069,SWORD_FISH,FOLLOW_ST,WZ_WATERBALL,2,100,5000,10000,0,0,0
1069,SWORD_FISH,BERSERK_ST,WZ_WATERBALL,2,300,5000,10000,0,IF_HP,30
1069,SWORD_FISH,RUSH_ST,WZ_WATERBALL,2,300,5000,10000,0,IF_HP,30
1070,KUKRE,BERSERK_ST,NPC_WATERATTACK,1,100,0,15000,0,0,0
1070,KUKRE,MOVEITEM_ST,NPC_EMOTION,1,15,0,10000,0,0,0
1071,PIRATE_SKEL,BERSERK_ST,SM_BASH,3,100,1500,10000,NO_DISPEL,0,0
1071,PIRATE_SKEL,ANGRY_ST,SM_BASH,3,100,1500,10000,NO_DISPEL,0,0
1071,PIRATE_SKEL,BERSERK_ST,SM_BASH,3,300,1500,10000,NO_DISPEL,IF_HP,30
1072,KAHO,BERSERK_ST,NPC_FIREATTACK,1,200,0,7500,0,0,0
1072,KAHO,ANGRY_ST,NPC_FIREATTACK,1,200,0,7500,0,0,0
1072,KAHO,BERSERK_ST,MG_FIREBOLT,1,500,1000,0,0,0,0
1072,KAHO,ANGRY_ST,MG_FIREBOLT,1,500,1000,0,0,0,0
1072,KAHO,RUSH_ST,MG_FIREBOLT,1,300,1000,0,0,0,0
1072,KAHO,FOLLOW_ST,MG_FIREBOLT,1,300,1000,0,0,0,0
1072,KAHO,RUSH_ST,MG_FIREBOLT,1,300,1000,0,0,IF_RANGEATTACKED,0
1072,KAHO,FOLLOW_ST,MG_FIREBOLT,1,300,1000,0,0,IF_RANGEATTACKED,0
1073,CRAB,BERSERK_ST,NPC_WATERATTACK,1,100,0,15000,0,0,0
1074,SHELLFISH,BERSERK_ST,NPC_WATERATTACK,1,100,0,15000,0,0,0
1076,SKELETON,RUSH_ST,NPC_EMOTION,1,15,0,10000,0,0,0
1077,POISON_SPORE,BERSERK_ST,NPC_POISONATTACK,1,100,0,15000,0,0,0
1077,POISON_SPORE,IDLE_ST,NPC_PROVOCATION,1,2,0,0,0,0,0
1077,POISON_SPORE,IDLE_ST,NPC_EMOTION,1,5,0,10000,0,0,0
1077,POISON_SPORE,BERSERK_ST,NPC_POISON,4,100,1000,10000,NO_DISPEL,0,0
1077,POISON_SPORE,ANGRY_ST,NPC_POISON,4,100,1000,10000,NO_DISPEL,0,0
1086,GOLDEN_BUG,BERSERK_ST,MG_FIREWALL,7,500,0,2000,0,0,0
1086,GOLDEN_BUG,RUSH_ST,MG_FIREWALL,7,500,0,0,0,0,0
1086,GOLDEN_BUG,BERSERK_ST,NPC_GUIDEDATTACK,1,200,0,5000,0,0,0
1086,GOLDEN_BUG,BERSERK_ST,NPC_PIERCINGATT,1,200,0,5000,0,0,0
1086,GOLDEN_BUG,BERSERK_ST,NPC_FIREATTACK,5,200,0,5000,0,0,0
1086,GOLDEN_BUG,BERSERK_ST,MC_MAMMONITE,10,100,1500,10000,NO_DISPEL,IF_ENEMYCOUNT,2
1086,GOLDEN_BUG,BERSERK_ST,SM_MAGNUM,7,500,0,3000,0,IF_ENEMYCOUNT,2
1086,GOLDEN_BUG,RUSH_ST,AL_HEAL,10,800,0,1000,0,IF_HIDING,0
1086,GOLDEN_BUG,IDLE_ST,AL_HEAL,10,800,0,1000,0,IF_HIDING,0
1086,GOLDEN_BUG,RUSH_ST,AL_INCAGI,1,500,3000,120000,NO_DISPEL,IF_HP,50
1086,GOLDEN_BUG,BERSERK_ST,KN_TWOHANDQUICKEN,10,500,3000,300000,NO_DISPEL,IF_HP,20
1086,GOLDEN_BUG,BERSERK_ST,TF_HIDING,1,150,0,5000,NO_DISPEL,IF_HP,30
1086,GOLDEN_BUG,BERSERK_ST,TF_HIDING,1,150,0,5000,NO_DISPEL,IF_HP,30
1086,GOLDEN_BUG,BERSERK_ST,NPC_SUMMONMONSTER,1,1000,3000,3600000,NO_DISPEL,IF_HP,5
1086,GOLDEN_BUG,RUSH_ST,MG_FIREBOLT,10,100,0,5000,NO_DISPEL,IF_RANGEATTACKED,0
1086,GOLDEN_BUG,BERSERK_ST,MG_FIREBOLT,10,100,0,5000,NO_DISPEL,IF_RANGEATTACKED,0
1086,GOLDEN_BUG,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
1086,GOLDEN_BUG,RMOVE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
1086,GOLDEN_BUG,IDLE_ST,MG_FIREBOLT,10,800,1500,5000,NO_DISPEL,IF_RUDEATTACK,0
1086,GOLDEN_BUG,RMOVE_ST,MG_FIREBOLT,10,800,1500,5000,NO_DISPEL,IF_RUDEATTACK,0
1086,GOLDEN_BUG,RUSH_ST,NPC_SUMMONSLAVE,1,1000,3000,3600000,NO_DISPEL,IF_SLAVENUM,2
1086,GOLDEN_BUG,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,3000,3600000,NO_DISPEL,IF_SLAVENUM,2
1087,ORC_HERO,BERSERK_ST,MG_THUNDERSTORM,10,500,1500,3000,NO_DISPEL,0,0
1087,ORC_HERO,RUSH_ST,MG_THUNDERSTORM,10,500,1500,0,NO_DISPEL,0,0
1087,ORC_HERO,BERSERK_ST,BS_MAXIMIZE,1,100,0,20000,0,0,0
1087,ORC_HERO,BERSERK_ST,NPC_PIERCINGATT,1,200,0,5000,0,0,0
1087,ORC_HERO,BERSERK_ST,NPC_GUIDEDATTACK,1,200,0,5000,0,0,0
1087,ORC_HERO,BERSERK_ST,NPC_GROUNDATTACK,5,200,0,5000,0,0,0
1087,ORC_HERO,RUSH_ST,BS_ADRENALINE,5,100,0,30000,0,IF_ENEMYCOUNT,2
1087,ORC_HERO,BERSERK_ST,BS_ADRENALINE,5,100,0,30000,0,IF_ENEMYCOUNT,2
1087,ORC_HERO,RUSH_ST,AL_INCAGI,1,500,3000,120000,NO_DISPEL,IF_HP,50
1087,ORC_HERO,BERSERK_ST,KN_TWOHANDQUICKEN,10,500,3000,300000,NO_DISPEL,IF_HP,20
1087,ORC_HERO,BERSERK_ST,NPC_SUMMONMONSTER,1,1000,3000,3600000,NO_DISPEL,IF_HP,5
1087,ORC_HERO,BERSERK_ST,MG_THUNDERSTORM,10,500,1500,3000,NO_DISPEL,IF_RANGEATTACKED,0
1087,ORC_HERO,RUSH_ST,MG_THUNDERSTORM,10,500,1500,0,NO_DISPEL,IF_RANGEATTACKED,0
1087,ORC_HERO,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
1087,ORC_HERO,RMOVE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
1087,ORC_HERO,IDLE_ST,MG_THUNDERSTORM,10,800,1500,3000,NO_DISPEL,IF_RUDEATTACK,0
1087,ORC_HERO,RMOVE_ST,MG_THUNDERSTORM,10,800,1500,3000,NO_DISPEL,IF_RUDEATTACK,0
1087,ORC_HERO,RUSH_ST,SM_ENDURE,7,1000,0,30000,0,IF_SKILLUSE,MG_FIREWALL
1087,ORC_HERO,RUSH_ST,MG_THUNDERSTORM,10,800,1500,3000,NO_DISPEL,IF_SKILLUSE,MG_FIREWALL
1087,ORC_HERO,BERSERK_ST,MG_THUNDERSTORM,10,800,1500,3000,NO_DISPEL,IF_SKILLUSE,MG_FIREWALL
1087,ORC_HERO,RUSH_ST,NPC_SUMMONSLAVE,1,1000,3000,3600000,NO_DISPEL,IF_SLAVENUM,2
1087,ORC_HERO,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,3000,3600000,NO_DISPEL,IF_SLAVENUM,2
1088,VOCAL,BERSERK_ST,NPC_GROUNDATTACK,1,100,0,15000,0,0,0
1088,VOCAL,BERSERK_ST,PR_LEXDIVINA,5,100,0,10000,0,0,0
1088,VOCAL,BERSERK_ST,NPC_COMBOATTACK,1,100,0,10000,NO_DISPEL,0,0
1088,VOCAL,BERSERK_ST,NPC_COMBOATTACK,1,300,0,10000,NO_DISPEL,IF_HP,30
1088,VOCAL,RUSH_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1088,VOCAL,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1089,TOAD,BERSERK_ST,NPC_WATERATTACK,1,100,0,15000,0,0,0
1089,TOAD,RUSH_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1089,TOAD,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1090,MASTERING,BERSERK_ST,NPC_WATERATTACK,1,100,0,15000,0,0,0
1090,MASTERING,RUSH_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1090,MASTERING,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1091,DRAGON_FLY,BERSERK_ST,NPC_WINDATTACK,1,100,0,15000,0,0,0
1091,DRAGON_FLY,BERSERK_ST,NPC_SILENCEATTACK,5,100,0,10000,NO_DISPEL,0,0
1091,DRAGON_FLY,RUSH_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1091,DRAGON_FLY,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1092,VAGABOND_WOLF,BERSERK_ST,NPC_GROUNDATTACK,1,100,0,15000,0,0,0
1092,VAGABOND_WOLF,RUSH_ST,NPC_EMOTION,1,15,0,10000,0,0,0
1092,VAGABOND_WOLF,BERSERK_ST,NPC_COMBOATTACK,1,500,0,0,NO_DISPEL,0,0
1092,VAGABOND_WOLF,RUSH_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1092,VAGABOND_WOLF,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1093,ECLIPSE,RUSH_ST,NPC_CHANGEHOLY,1,1000,1000,300000,NO_DISPEL,IF_HP,50
1093,ECLIPSE,BERSERK_ST,NPC_CHANGEHOLY,1,1000,1000,300000,NO_DISPEL,IF_HP,50
1093,ECLIPSE,RUSH_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1093,ECLIPSE,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1094,AMBERNITE,BERSERK_ST,NPC_WATERATTACK,1,100,0,15000,0,0,0
1094,AMBERNITE,RMOVE_ST,NPC_EMOTION,1,15,0,10000,0,0,0
1094,AMBERNITE,RUSH_ST,NPC_CHANGEGROUND,1,1000,1000,300000,NO_DISPEL,IF_HP,50
1094,AMBERNITE,BERSERK_ST,NPC_CHANGEGROUND,1,1000,1000,300000,NO_DISPEL,IF_HP,50
1095,ANDRE,BERSERK_ST,NPC_GROUNDATTACK,1,100,0,15000,0,0,0
1095,ANDRE,MOVEITEM_ST,NPC_EMOTION,1,15,0,10000,0,0,0
1096,ANGELING,BERSERK_ST,NPC_HOLYATTACK,1,200,0,7500,0,0,0
1096,ANGELING,RMOVE_ST,NPC_EMOTION,1,100,0,10000,0,0,0
1096,ANGELING,BERSERK_ST,SM_BASH,10,250,1100,10000,NO_DISPEL,0,0
1096,ANGELING,BERSERK_ST,MG_SAFETYWALL,10,120,3000,5000,NO_DISPEL,0,0
1096,ANGELING,RUSH_ST,AL_HOLYLIGHT,1,200,0,5000,0,0,0
1096,ANGELING,BERSERK_ST,AL_HOLYLIGHT,1,200,0,5000,0,0,0
1096,ANGELING,IDLE_ST,AL_HEAL,10,1000,2500,3000,0,IF_COMRADEHP,60
1096,ANGELING,BERSERK_ST,AL_HEAL,10,1000,2500,3000,0,IF_COMRADEHP,60
1096,ANGELING,RUSH_ST,AL_HEAL,10,1000,2500,3000,0,IF_COMRADEHP,60
1096,ANGELING,RUSH_ST,NPC_CHANGETELEKINESIS,1,1000,1000,300000,NO_DISPEL,IF_HP,50
1096,ANGELING,BERSERK_ST,NPC_CHANGETELEKINESIS,1,1000,1000,300000,NO_DISPEL,IF_HP,50
1096,ANGELING,BERSERK_ST,MG_SAFETYWALL,10,1000,3000,5000,NO_DISPEL,IF_HP,30
1096,ANGELING,BERSERK_ST,AL_HEAL,10,1000,0,3000,0,IF_HP,30
1096,ANGELING,RUSH_ST,AL_HEAL,10,1000,0,3000,0,IF_HP,30
1096,ANGELING,RUSH_ST,NPC_CHANGEHOLY,1,1000,1000,300000,NO_DISPEL,IF_MAGICLOCKED,0
1096,ANGELING,BERSERK_ST,NPC_CHANGEHOLY,1,1000,1000,300000,NO_DISPEL,IF_MAGICLOCKED,0
1096,ANGELING,RUSH_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1096,ANGELING,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,3000,300000,NO_DISPEL,IF_SLAVENUM,2
1097,ANT_EGG,IDLE_ST,NPC_EMOTION,1,500,0,10000,0,0,0
1097,ANT_EGG,IDLE_ST,NPC_METAMORPHOSIS,1,1,2000,0,0,0,0
1099,ARGIOPE,BERSERK_ST,NPC_POISONATTACK,2,100,0,15000,0,0,0
1099,ARGIOPE,BERSERK_ST,TF_POISON,5,100,1500,10000,NO_DISPEL,0,0
1099,ARGIOPE,RUSH_ST,AS_VENOMDUST,5,100,2000,20000,0,0,0
1099,ARGIOPE,BERSERK_ST,AS_VENOMDUST,5,100,2000,20000,0,0,0
1100,ARGOS,BERSERK_ST,NPC_POISONATTACK,1,100,0,15000,0,0,0
1100,ARGOS,BERSERK_ST,NPC_POISON,5,100,1000,10000,NO_DISPEL,0,0
1101,BAPHOMET_,BERSERK_ST,NPC_DARKNESSATTACK,3,100,0,15000,0,0,0
1101,BAPHOMET_,RUSH_ST,BS_ADRENALINE,1,10,3000,30000,0,0,0
1101,BAPHOMET_,IDLE_ST,NPC_PROVOCATION,1,2,0,0,0,0,0
1101,BAPHOMET_,SEARCH_ST,NPC_EMOTION,1,15,0,10000,0,0,0
1101,BAPHOMET_,BERSERK_ST,NPC_HALLUCINATION,1,100,0,10000,0,0,0
1101,BAPHOMET_,RUSH_ST,NPC_HALLUCINATION,1,100,0,10000,0,0,0
1102,BATHORY,BERSERK_ST,NPC_DARKNESSATTACK,2,100,0,15000,0,0,0
1102,BATHORY,RUSH_ST,NPC_EMOTION,1,15,0,10000,0,0,0
1102,BATHORY,RUSH_ST,PR_STRECOVERY,1,500,0,10000,0,IF_COMRADECONDITION,BODY_ALL
1102,BATHORY,IDLE_ST,PR_STRECOVERY,1,500,0,10000,0,IF_COMRADECONDITION,BODY_ALL
1102,BATHORY,BERSERK_ST,PR_STRECOVERY,1,500,0,10000,0,IF_COMRADECONDITION,BODY_ALL
1102,BATHORY,IDLE_ST,PR_STRECOVERY,1,500,0,10000,0,IF_CONDITION,HEALTH_BLIND
1102,BATHORY,RUSH_ST,PR_STRECOVERY,1,500,0,10000,0,IF_CONDITION,HEALTH_CONFUSION
1102,BATHORY,RUSH_ST,PR_STRECOVERY,1,500,0,10000,0,IF_CONDITION,HEALTH_CURSE
1102,BATHORY,BERSERK_ST,PR_STRECOVERY,1,500,0,10000,0,IF_CONDITION,HEALTH_CONFUSION
1102,BATHORY,BERSERK_ST,PR_STRECOVERY,1,500,0,10000,0,IF_CONDITION,HEALTH_CURSE
1102,BATHORY,RUSH_ST,NPC_ENERGYDRAIN,1,1000,2000,10000,0,IF_HP,70
1102,BATHORY,BERSERK_ST,NPC_ENERGYDRAIN,1,1000,2000,10000,0,IF_HP,70
1103,CARAMEL,BERSERK_ST,NPC_GROUNDATTACK,1,100,0,15000,0,0,0
1103,CARAMEL,BERSERK_ST,NPC_EMOTION,1,15,0,10000,0,0,0
1103,CARAMEL,BERSERK_ST,NPC_PIERCINGATT,1,100,0,10000,NO_DISPEL,0,0
1104,COCO,BERSERK_ST,NPC_GROUNDATTACK,1,100,0,15000,0,0,0
1104,COCO,RUSH_ST,TF_THROWSTONE,1,100,1000,10000,0,0,0
1104,COCO,RUSH_ST,TF_THROWSTONE,1,300,1000,10000,0,IF_HP,30
1104,COCO,IDLE_ST,TF_THROWSTONE,1,1000,1000,10000,0,IF_RUDEATTACK,0
1105,DENIRO,BERSERK_ST,NPC_GROUNDATTACK,1,100,0,15000,0,0,0
1105,DENIRO,MOVEITEM_ST,NPC_EMOTION,1,15,0,10000,0,0,0
1106,DESERT_WOLF,BERSERK_ST,NPC_FIREATTACK,1,100,0,15000,0,0,0
1106,DESERT_WOLF,RUSH_ST,NPC_EMOTION,1,15,0,10000,0,0,0
1106,DESERT_WOLF,BERSERK_ST,TF_SPRINKLESAND,1,100,0,10000,0,0,0
1106,DESERT_WOLF,BERSERK_ST,NPC_PIERCINGATT,1,100,0,10000,NO_DISPEL,0,0
1107,DESERT_WOLF_B,BERSERK_ST,NPC_FIREATTACK,1,100,0,15000,0,0,0
1107,DESERT_WOLF_B,IDLE_ST,NPC_PROVOCATION,1,2,0,0,0,0,0
1107,DESERT_WOLF_B,BERSERK_ST,BS_ADRENALINE,1,100,1500,30000,0,0,0
1107,DESERT_WOLF_B,RUSH_ST,BS_ADRENALINE,1,100,1500,30000,0,0,0
1108,DEVIACE,BERSERK_ST,NPC_WATERATTACK,2,200,0,7500,0,0,0
1108,DEVIACE,BERSERK_ST,WZ_WATERBALL,4,100,5000,10000,0,0,0
1108,DEVIACE,RUSH_ST,WZ_WATERBALL,4,100,5000,10000,0,0,0
1108,DEVIACE,BERSERK_ST,WZ_WATERBALL,4,300,5000,10000,0,IF_HP,30
1108,DEVIACE,RUSH_ST,WZ_WATERBALL,4,300,5000,10000,0,IF_HP,30
1109,DEVIRUCHI,BERSERK_ST,NPC_DARKNESSATTACK,2,100,0,15000,0,0,0
1109,DEVIRUCHI,IDLE_ST,NPC_PROVOCATION,1,2,0,0,0,0,0
1109,DEVIRUCHI,BERSERK_ST,WZ_JUPITEL,1,50,4000,10000,0,0,0
1109,DEVIRUCHI,RUSH_ST,WZ_JUPITEL,1,50,4000,10000,0,0,0
1109,DEVIRUCHI,RUSH_ST,NPC_RANGEATTACK,1,50,2000,10000,0,0,0
1109,DEVIRUCHI,RUSH_ST,NPC_ENERGYDRAIN,1,50,2000,10000,0,IF_HP,70
1109,DEVIRUCHI,BERSERK_ST,NPC_ENERGYDRAIN,1,50,2000,10000,0,IF_HP,70
1109,DEVIRUCHI,BERSERK_ST,WZ_JUPITEL,1,300,4000,10000,0,IF_HP,30
1109,DEVIRUCHI,RUSH_ST,WZ_JUPITEL,1,300,4000,10000,0,IF_HP,30
1109,DEVIRUCHI,RUSH_ST,WZ_JUPITEL,1,50,4000,10000,0,IF_RANGEATTACKED,0
1110,DOKEBI,BERSERK_ST,NPC_DARKNESSATTACK,2,100,0,15000,0,0,0
1110,DOKEBI,IDLE_ST,NPC_PROVOCATION,1,2,0,0,0,0,0
1110,DOKEBI,RMOVE_ST,NPC_EMOTION,1,15,0,10000,0,0,0
1110,DOKEBI,BERSERK_ST,BS_ADRENALINE,1,100,1500,30000,0,0,0
1110,DOKEBI,RUSH_ST,BS_ADRENALINE,1,100,1500,30000,0,0,0
1110,DOKEBI,RUSH_ST,NPC_ATTRICHANGE,1,1000,1000,30000,NO_DISPEL,IF_HP,80
1110,DOKEBI,BERSERK_ST,NPC_ATTRICHANGE,1,1000,1000,30000,NO_DISPEL,IF_HP,80
1110,DOKEBI,BERSERK_ST,MC_MAMMONITE,5,300,2500,10000,NO_DISPEL,IF_HP,30
1111,DRAINLIAR,BERSERK_ST,NPC_DARKNESSATTACK,1,200,0,7500,0,0,0
1111,DRAINLIAR,BERSERK_ST,NPC_BLINDATTACK,5,100,0,10000,NO_DISPEL,0,0
1111,DRAINLIAR,BERSERK_ST,NPC_BLOODDRAIN,1,100,0,0,0,IF_HP,70
1111,DRAINLIAR,BERSERK_ST,NPC_BLINDATTACK,5,300,0,10000,NO_DISPEL,IF_HP,30
1112,DRAKE,BERSERK_ST,NPC_GUIDEDATTACK,1,200,0,5000,0,0,0
1112,DRAKE,RUSH_ST,KN_SPEARBOOMERANG,4,100,0,10000,0,0,0
1112,DRAKE,BERSERK_ST,BS_MAXIMIZE,1,100,0,20000,0,0,0
1112,DRAKE,RUSH_ST,AL_DECAGI,1,100,0,10000,0,0,0
1112,DRAKE,BERSERK_ST,NPC_PIERCINGATT,1,200,0,5000,0,0,0
1112,DRAKE,BERSERK_ST,NPC_WATERATTACK,5,200,0,5000,0,0,0
1112,DRAKE,RUSH_ST,WZ_WATERBALL,10,300,1500,0,NO_DISPEL,IF_ENEMYCOUNT,2
1112,DRAKE,BERSERK_ST,WZ_WATERBALL,10,300,1500,3000,NO_DISPEL,IF_ENEMYCOUNT,2
1112,DRAKE,RUSH_ST,NPC_CHANGEWATER,1,1000,0,300000,0,IF_HP,50
1112,DRAKE,BERSERK_ST,NPC_CHANGEWATER,1,1000,0,300000,0,IF_HP,50
1112,DRAKE,RUSH_ST,AL_INCAGI,1,500,3000,120000,NO_DISPEL,IF_HP,50
1112,DRAKE,BERSERK_ST,KN_TWOHANDQUICKEN,10,500,3000,300000,NO_DISPEL,IF_HP,20
1112,DRAKE,BERSERK_ST,NPC_SUMMONMONSTER,1,1000,3000,3600000,NO_DISPEL,IF_HP,5
1112,DRAKE,RUSH_ST,SM_ENDURE,8,1000,0,20000,0,IF_RANGEATTACKED,0
1112,DRAKE,RUSH_ST,WZ_WATERBALL,10,500,1500,0,NO_DISPEL,IF_RANGEATTACKED,0
1112,DRAKE,BERSERK_ST,WZ_WATERBALL,10,500,1500,3000,NO_DISPEL,IF_RANGEATTACKED,0
1112,DRAKE,IDLE_ST,KN_SPEARBOOMERANG,4,1000,0,3000,0,IF_RUDEATTACK,0
1112,DRAKE,RMOVE_ST,KN_SPEARBOOMERANG,4,1000,0,3000,0,IF_RUDEATTACK,0
1112,DRAKE,RUSH_ST,SM_ENDURE,7,1000,0,30000,0,IF_SKILLUSE,MG_FIREWALL
1112,DRAKE,RUSH_ST,NPC_SUMMONSLAVE,1,1000,3000,3600000,NO_DISPEL,IF_SLAVENUM,2
1112,DRAKE,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,3000,3600000,NO_DISPEL,IF_SLAVENUM,2
1113,DROPS,BERSERK_ST,NPC_FIREATTACK,1,100,0,15000,0,0,0
1113,DROPS,IDLE_ST,NPC_PROVOCATION,1,2,0,0,0,0,0
1113,DROPS,MOVEITEM_ST,NPC_EMOTION,1,15,0,10000,0,0,0
1114,DUSTINESS,BERSERK_ST,NPC_WINDATTACK,1,200,0,7500,0,0,0
1114,DUSTINESS,BERSERK_ST,NPC_SLEEPATTACK,5,100,0,10000,NO_DISPEL,0,0
1115,EDDGA,BERSERK_ST,KN_SPEARSTAB,7,100,0,10000,0,0,0
1115,EDDGA,BERSERK_ST,NPC_PIERCINGATT,1,200,0,5000,0,0,0
1115,EDDGA,BERSERK_ST,NPC_GUIDEDATTACK,1,200,0,5000,0,0,0
1115,EDDGA,BERSERK_ST,NPC_FIREATTACK,5,200,0,5000,0,0,0
1115,EDDGA,BERSERK_ST,MG_FIREBALL,10,700,0,0,NO_DISPEL,IF_ENEMYCOUNT,2
1115,EDDGA,RUSH_ST,MG_FIREBALL,10,500,0,0,NO_DISPEL,IF_ENEMYCOUNT,2
1115,EDDGA,BERSERK_ST,SM_MAGNUM,7,500,0,3000,0,IF_ENEMYCOUNT,2
1115,EDDGA,RUSH_ST,AL_INCAGI,1,500,3000,120000,NO_DISPEL,IF_HP,50
1115,EDDGA,BERSERK_ST,KN_TWOHANDQUICKEN,10,500,3000,300000,NO_DISPEL,IF_HP,20
1115,EDDGA,BERSERK_ST,NPC_SUMMONMONSTER,1,1000,3000,3600000,NO_DISPEL,IF_HP,5
